address,chain_id,is_eoa,is_contract,is_factory_contract,is_proxy,is_safe_contract,name,deployment_tx,deployer_address,owner_project,deployment_date,erc_type,erc20_symbol,erc20_decimals,erc721_name,erc721_symbol,erc1155_name,erc1155_symbol,usage_category,version,audit,contract_monitored,source_code_verified,is_owner
0x0604d50e1a314e0b8963a8387713ec0b539920b3,10,0,0,0,0,0,balancer_v2,,0x0000000000000000000000000000000000000000,balancer,0,,,0,,,,,fungible_tokens,0,,,,False
0xffd74ef185989bff8752c818a53a47fc45388f08,10,2,1,0,0,0,velodrome,0x514fdaa762755de5abab71b930e5d542a14fb59c31e4cf195adf7376ef689f77,0x25CbdDb98b35ab1FF77413456B31EC81A6B6B746,velodrome,1654120849,,vAMM-VELO/OP,0,,,,,fungible_tokens,0,,,https://repo.sourcify.dev/contracts/partial_match/10/0xFFD74EF185989BFF8752c818A53a47FC45388F08/,False
