address,chain_id,is_eoa,is_contract,is_factory_contract,is_proxy,is_safe_contract,contract_name,deployment_tx,deployer_address,owner_project,deployment_date,erc_type,erc20.symbol,erc20.decimals,erc721.name,erc721.symbol,erc1155.name,erc1155.symbol,usage_category,version,audit,contract_monitored,source_code_verified
0x5c58560c113c97534358a619648fb205c0b7377e,eip155:10,false,true,,true,,mirror,0x1f4a415bb7310638dff084e929d6cca12d7f79c77f67001e118587f640c1ee67,0x302f746eE2fDC10DDff63188f71639094717a766,mirror,2022-11-07 22:10:11,,,16,,,,,non_fungible_tokens,,,,
0x5c5cb7d5757bfc1e9e9cefffa58da6392dd8312a,eip:42161,,true,,,,,0x2FFE75665A71413FDA0E6830061C2B7496A97804E11CBDF77A971A7E83455420,0x9EE6E9BC9C7E304985ECE8483782271A981279F5,,2023-04-10 09:13:59,,,,,,,,fungible_tokens,,,,
