address,chain_id,is_eoa,is_contract,is_factory_contract,is_proxy,is_safe_contract,contract_name,deployment_tx,deployer_address,owner_project,deployment_date,erc_type,erc20.symbol,erc20.decimals,erc721.name,erc721.symbol,erc1155.name,erc1155.symbol,usage_category,version,audit,contract_monitored,source_code_verified
0x498581ff718922c3f8e6a244956af099b2652b2b,eip:8453,false,,,false,,Pool Manager v4,0x25f482fbd94cdea11b018732e455b8e9a940b933cabde3c0c5dd63ea65e85349,0x2179a60856E37dfeAacA0ab043B931fE224b27B6,uniswap,2025-01-21 20:28:43,,,,,,,,,4,,,https://repo.sourcify.dev/contracts/partial_match/8453/0x498581fF718922c3f8e6A244956aF099B2652b2b/
